"network_db";"original_id";"reference";"citation";"doi";"study_common"
"gateway";"Skipwith Pond";NA;"Warren (1989)";NA;"Warren_1989"
"mangal";"12";NA;"hocking1968";"10.2307/3565022";"Hocking1968"
"mangal";"908";NA;"lundgren2005";"10.1657/1523-0430(2005)037[0514:TDAHCW]2.0.CO;2";"Lundgren2005"
"mangal";"909";NA;"elberling1999";"10.2307/3683041";"eberling1999"
"mangal";"947";NA;"richard f. johnston1956";NA;"johnston1956"
"mangal";"1262";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1261";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1219";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1237";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1218";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1235";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1236";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1221";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1251";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1252";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1253";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1250";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1217";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1256";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1257";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1220";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1233";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1234";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1259";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1248";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1260";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1225";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1264";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1265";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1254";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1255";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1242";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1243";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1231";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1232";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1246";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1247";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1227";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1249";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1263";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1238";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1239";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1230";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1245";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1222";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1229";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1244";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1224";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1228";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1258";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1226";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1240";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1223";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1216";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"1241";NA;"karl havens1992";"10.1126/science.257.5073.1107";"karl havens1992"
"mangal";"80";NA;"w. m. kemp1977";NA;"kemp1977"
"mangal";"81";NA;"m. bradstreet1982";"10.14430/arctic2303";"m. bradstreet1982"
"mangal";"82";NA;"bernard c. patten1979";"10.1016/b978-0-12-318750-5.50014-3";"bernard c. patten1979"
"mangal";"83";NA;"t. a. clarke1967";"10.1126/science.157.3795.1381";"Clarke1967"
"mangal";"84";NA;"f. b. van es1977";"10.1007/BF02207842";"f. b. van es1977"
"mangal";"85";NA;"g. e. macginitie1935";"10.2307/2420105";"g. e. macginitie1935"
"mangal";"86";NA;"manuel j. zetina-rejon2003";"10.1016/s0272-7714(02)00410-9";"manuel j. zetina-rejon2003"
"mangal";"87";NA;"v.h. cruz-escalona2007";"10.1016/j.ecss.2006.10.013";"Cruz-escalona_2007"
"mangal";"88";NA;"thomas m. lancraft1991";"10.1007/bf00240204";"Lancraft_1991"
"mangal";"89";NA;"hsing-juh lin2006";"10.1016/j.marenvres.2006.03.003";"hsing-juh lin2006"
"mangal";"930";NA;"walker o smith2006";"10.1098/rstb.2006.1956";"smith2006"
"mangal";"91";NA;"maria angeles torres2013";"10.1016/j.ecolmodel.2013.05.019";"maria angeles torres2013"
"mangal";"92";NA;"peter yodzis1998";"10.1046/j.1365-2656.1998.00224.x";"Yodzis_1988"
"mangal";"93";NA;"james n. kremer1978";"10.1007/978-3-642-66717-6";"james n. kremer1978"
"mangal";"94";NA;"rosenthal, r. j.1974";NA;"rosenthal, r. j.1974"
"mangal";"95";NA;"charles h. peterson1979";"10.1007/bf00345993";"charles h. peterson1979"
"mangal";"96";NA;"e. gontikaki2011";"10.1016/j.pocean.2010.12.014";"e. gontikaki2011"
"mangal";"97";NA;"robert r. christian1999";"10.1016/s0304-3800(99)00022-8";"Christian & Luczkovich 1999"
"mangal";"98";NA;"robert w. hiatt1960";"10.2307/1942181";"R. W. Hiatt & D. W. Strasbourg 1960"
"mangal";"99";NA;"m. r. landry1977";"10.1007/bf02207821";"m. r. landry1977"
"mangal";"100";NA;"n. a. mackintosh1967";NA;"n. a. mackintosh1967"
"mangal";"101";NA;"s. z. qazim1970";NA;"qazim1970"
"mangal";"102";NA;"g. a. knox1970";NA;"g. a. knox1970"
"mangal";"103";NA;"n. v. parin1970";NA;"n. v. parin1970"
"mangal";"1280";NA;"e. a. shushkina1979";NA;"e. a. shushkina1979"
"mangal";"889";NA;"k. hogetsu1979";NA;"k. hogetsu1979"
"mangal";"890";NA;"m. a. hatanaka1977";NA;"m. a. hatanaka1977"
"mangal";"1268";NA;"w. e. odum1975";NA;"odum1975"
"mangal";"893";NA;"ross m. thompson2004";"10.1111/j.1365-2656.2004.00899.x";"thompson2004"
"mangal";"1089";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1090";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1091";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1092";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1093";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1094";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1095";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1096";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1097";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1098";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1099";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"1100";NA;"g. p. closs1994";"10.2307/2937053";"g. p. closs1994"
"mangal";"907";NA;"t. s. petipa1970";NA;"Petipa1970"
"mangal";"906";NA;"t. s. petipa1970";NA;"Petipa1970"
"mangal";"943";NA;"h. milne1972";NA;"h. milne1972"
"mangal";"942";NA;"h. milne1972";NA;"h. milne1972"
"mangal";"1281";NA;"c. a. simenstad1978";"10.1126/science.200.4340.403";"c. a. simenstad1978"
"mangal";"1282";NA;"c. a. simenstad1978";"10.1126/science.200.4340.403";"c. a. simenstad1978"
"mangal";"927";NA;"yanez-arancibia, alejandro1978";NA;"yanez-arancibia, alejandro1978"
"mangal";"926";NA;"yanez-arancibia, alejandro1978";NA;"yanez-arancibia, alejandro1978"
"mangal";"1104";NA;"ralph w. dexter1947";"10.2307/1948658";"ralph w. dexter1947"
"mangal";"1108";NA;"ralph w. dexter1947";"10.2307/1948658";"ralph w. dexter1947"
"mangal";"1105";NA;"ralph w. dexter1947";"10.2307/1948658";"ralph w. dexter1947"
"mangal";"1107";NA;"ralph w. dexter1947";"10.2307/1948658";"ralph w. dexter1947"
"mangal";"1106";NA;"ralph w. dexter1947";"10.2307/1948658";"ralph w. dexter1947"
"mangal";"918";NA;"rd brodeur1992";"10.3354/meps084101";"brodeur1992"
"mangal";"920";NA;"rd brodeur1992";"10.3354/meps084101";"brodeur1992"
"mangal";"921";NA;"rd brodeur1992";"10.3354/meps084101";"brodeur1992"
"mangal";"919";NA;"rd brodeur1992";"10.3354/meps084101";"brodeur1992"
"mangal";"922";NA;"l. saldanha1980";NA;"l. saldanha1980"
"mangal";"1021";NA;"m. j. dunbar1953";"10.14430/arctic3869";"m. j. dunbar1953"
"mangal";"924";NA;"j. h. day1967";NA;"j. h. day1967"
"mangal";"1102";NA;"c. bulman2001";"10.1071/mf99152";"c. bulman2001"
"mangal";"19";NA;"roberson1929";"10.5962/bhl.title.11538";"Robertson 1929"
"mangal";"13";NA;"witt1998";NA;"Witt1998"
"mangal";"15";NA;"silva2002";"10.1079/9780851995250.0423";"Silva_2002"
"mangal";"18";NA;"mosquin1967";NA;"Mosquin1967"
"mangal";"23";NA;"kaehler2005";"10.1590/s0100-84042005000200003";"kaehler2005"
"mangal";"946";NA;"elberlingNA";NA;"elberlingNA"
"mangal";"26";NA;"george m. woodwell1967";"10.1038/scientificamerican0367-24";"george m. woodwell1967"
"mangal";"27";NA;"barret1987";"10.1139/b87-278";"Barrett1987"
"mangal";"28";NA;"b. j.1974";NA;"b. j.1974"
"mangal";"928";NA;"varassin2012";"10.1016/j.actao.2012.06.001";"Varassin2012"
"mangal";"929";NA;"bezerra2009";"10.1111/j.1365-2656.2009.01567.x";"Bezerra2009"
"mangal";"931";NA;"frost1980";NA;"Frost1980"
"mangal";"1486";NA;"paine1980";"10.2307/4220";"paine1980"
"mangal";"1487";NA;"paine1980";"10.2307/4220";"paine1980"
"mangal";"4230";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4231";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4232";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4233";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4234";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4235";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4236";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4237";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4238";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4239";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4240";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4241";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4242";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4243";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4244";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4245";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4246";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4247";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4248";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4249";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4250";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4251";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4252";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4253";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4254";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4255";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4256";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4257";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4258";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4259";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4260";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4261";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4262";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4263";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4264";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4265";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4266";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4267";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4268";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4269";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4270";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4271";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4272";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4273";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4274";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4275";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4276";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4277";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4278";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4279";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4280";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4281";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4282";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4283";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4284";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4285";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4452";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4286";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4287";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4288";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4289";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4290";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4291";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4292";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4293";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4294";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4295";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4296";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4297";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4298";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4299";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4300";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4301";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4302";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4303";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4304";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4305";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4306";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4307";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4308";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4309";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4310";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4311";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4312";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4313";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4314";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4315";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4316";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4317";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4318";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4319";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4320";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4321";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4322";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4323";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4324";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4325";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4326";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4327";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4328";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4329";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4330";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4331";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4332";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4333";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4334";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4335";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4336";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4337";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4338";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4339";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4340";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4341";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4342";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4343";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4344";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4345";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4346";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4347";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4348";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4349";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4350";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4351";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4352";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4353";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4354";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4355";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4356";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4357";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4358";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4359";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4360";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4361";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4362";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4363";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4364";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4365";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4366";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4367";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4368";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4369";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4370";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4371";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4372";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4373";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4374";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4375";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4376";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4377";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4378";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4379";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4380";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4381";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4382";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4383";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4384";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4385";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4386";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4387";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4388";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4389";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4390";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4391";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4392";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4393";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4394";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4395";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4396";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4397";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4398";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4399";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4400";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
"mangal";"4401";NA;"kolpelke2017";"10.1002/ecy.1832";"kolpelke2017"
