web;insectorder;insectfamily;insectgenus;insectspecies;plantfamily;plantgenus;plantspecies
Aldryhim1985;Hemiptera;Aphididae;Pterochloroides;persicae ;Rosaceae;Prunus;domestica
Aldryhim1985;Hemiptera;Aphididae;Pterochloroides;persicae ;Rosaceae;Prunus;persica
Aldryhim1985;Hemiptera;Aphididae;Pterochloroides;persicae ;Rosaceae;Prunus;spinosa
Aldryhim1985;Hemiptera;Aphididae;Aphis;affinis;Lamiaceae;Mentha;piperata
Aldryhim1985;Hemiptera;Aphididae;Aphis;craccivora;Aloeaceae;Aloe ;vera
Aldryhim1985;Hemiptera;Aphididae;Aphis;fabae;Fabaceae;Vicia;faba
Aldryhim1985;Hemiptera;Aphididae;Aphis;nerii;Apocynaceae;Calotropis;procera
Aldryhim1985;Hemiptera;Aphididae;Brachyunguis;harmalae;Apocynaceae;Calotropis;procera
Aldryhim1985;Hemiptera;Aphididae;Brachyunguis;tamaricis;Tamaricaceae;Tamarix;
Aldryhim1985;Hemiptera;Aphididae;Hysteroneura;setariae;Poaceae;Panicum;turgidum
Aldryhim1985;Hemiptera;Aphididae;Melanaphis;sacchari;Poaceae;Sorghum;vulgare
Aldryhim1985;Hemiptera;Aphididae;Rhopalosiphum;padi;Poaceae;Zea;mays
Aldryhim1985;Hemiptera;Aphididae;Schizaphis;graminum;Poaceae;Avena;sativa
Aldryhim1985;Hemiptera;Aphididae;Brevisoryne;brassicae;Brassicaceae;Brassica;rapa
Aldryhim1985;Hemiptera;Aphididae;Macrosiphum;euphorbiae;Rosaceae;Rosa ;
Aldryhim1985;Hemiptera;Aphididae;Myzus ;persicae ;Brassicaceae;Raphanus;sativus
Aldryhim1985;Hemiptera;Aphididae;Aphis;craccivora;Fabaceae;Medicago;sativa
Aldryhim1985;Hemiptera;Aphididae;Melanaphis;sacchari;Poaceae;Hordeum;vulgare
Aldryhim1985;Hemiptera;Aphididae;Lipaphis;erysimi;Brassicaceae;Raphanus;sativus
Aldryhim1985;Hemiptera;Aphididae;Myzus ;persicae ;Brassicaceae;Brassica;rapa
Aldryhim1985;Hemiptera;Aphididae;Aphis;craccivora;Fabaceae;Medicago;sativa
Aldryhim1985;Hemiptera;Aphididae;Rhopalosiphum;padi;Poaceae;Triticum;aesticum
Aldryhim1985;Hemiptera;Aphididae;Rhopalosiphum;padi;Poaceae;Hordeum;vulgare
Aldryhim1985;Hemiptera;Aphididae;Sitobion;fragariae;;Avena;sativa
Aldryhim1985;Hemiptera;Aphididae;Uroleucon;sonchi;Asteraceae;Sonchus;oleraceus
Aldryhim1985;Hemiptera;Aphididae;Aphis;craccivora;Fabaceae;Phaseolus;vulgaris
Aldryhim1985;Hemiptera;Aphididae;Aphis;gossypii;Cucurbitaceae;Cucumis;
Aldryhim1985;Hemiptera;Aphididae;Aphis;gossypii;Moraceae;Ficus;
Aldryhim1985;Hemiptera;Aphididae;Aphis;gossypii;Rutaceae;Citrus;
Aldryhim1985;Hemiptera;Aphididae;Aphis;gossypii;Cucurbitaceae;Cucurbita;pepo
Aldryhim1985;Hemiptera;Aphididae;Aphis;nerii;Apocynaceae;Calotropis;procera
Aldryhim1985;Hemiptera;Aphididae;Melanaphis;sacchari;Poaceae;Sorghum;vulgare
Aldryhim1985;Hemiptera;Aphididae;Schizaphis;graminum;Poaceae;Zea;mays
Aldryhim1985;Hemiptera;Aphididae;Acyrthosiphon;kondoi;Fabaceae;Medicago;sativa
Aldryhim1985;Hemiptera;Aphididae;Brevisoryne;brassicae;Brassicaceae;Brassica;oleracea
Aldryhim1985;Hemiptera;Aphididae;Dysaphis;foeniculus;Apiaceae;Daucus;carota
Aldryhim1985;Hemiptera;Aphididae;Myzus ;persicae ;Heliotropiaceae;Heliotropium;bacciferum
Aldryhim1985;Hemiptera;Aphididae;Myzus ;persicae ;Plantaginaceae;Plantago;lanceolata
Aldryhim1985;Hemiptera;Aphididae;Myzus ;persicae ;Solanaceae;Solanum;melongena
Aldryhim1985;Hemiptera;Aphididae;Therioaphis;trifolii;Fabaceae;Medicago;sativa
Aldryhim1985;Hemiptera;Aphididae;Aphis;craccivora;Lamiaceae;Ocimum;basilicum
Aldryhim1985;Hemiptera;Aphididae;Aphis;craccivora;Portulacaceae;Portulaca;oleracea
Aldryhim1985;Hemiptera;Aphididae;Aphis;craccivora;Fabaceae;Medicago;sativa
Aldryhim1985;Hemiptera;Aphididae;Aphis;punicae;Punicaceae;Punica;granatum
Aldryhim1985;Hemiptera;Aphididae;Hyalopterus;amygdali;Rosaceae;Prunus;persica
Aldryhim1985;Hemiptera;Aphididae;Hyalopterus;pruni;Rosaceae;Prunus;armeniaca
Aldryhim1985;Hemiptera;Aphididae;Hyalopterus;pruni;Rosaceae;Prunus;persica
Aldryhim1985;Hemiptera;Aphididae;Hysteroneura;setariae;Poaceae;Phalaris;minor
Aldryhim1985;Hemiptera;Aphididae;Aphis;punicae;Punicaceae;Punica;granatum
Aldryhim1985;Hemiptera;Aphididae;Aphis;fabae;Solanaceae;Physallis;longifolia 
Aldryhim1985;Hemiptera;Aphididae;Aphis;solanella;Solanaceae;Solanum;nigrum
Aldryhim1985;Hemiptera;Aphididae;Aphis;nasturtii;Solanaceae;Physallis;longifolia 
Aldryhim1985;Hemiptera;Aphididae;Aphis;punicae;Punicaceae;Punica;granatum
Aldryhim1985;Hemiptera;Aphididae;Aphis;fabae;Polygonaceae;Rumex;obtusifolius
Aldryhim1985;Hemiptera;Aphididae;Brachycaudus;rumexicolens;Polygonaceae;Rumex;obtusifolius
Aldryhim1985;Hemiptera;Aphididae;Aphis;nerii;Apocynaceae;Nerium;oleander
Aldryhim1985;Hemiptera;Aphididae;Aphis;nerii;Apocynaceae;Calotropis;procera
Aldryhim1985;Hemiptera;Aphididae;Hysteroneura;setariae;Poaceae;Panicum;turgidum
Aldryhim1985;Hemiptera;Aphididae;Hysteroneura;setariae;Poaceae;Dactyloctenium;aegyptium
Aldryhim1985;Hemiptera;Aphididae;Schizaphis;graminum;Poaceae;Hordeum;vulgare
Aldryhim1985;Hemiptera;Aphididae;Acyrthosiphon;kondoi;Fabaceae;Medicago;sativa
Aldryhim1985;Hemiptera;Aphididae;Metopolophium;festucae cerealium;Poaceae;Hordeum;vulgare
Aldryhim1985;Hemiptera;Aphididae;Therioaphis;trifolii;Fabaceae;Medicago;sativa
Aldryhim1985;Hemiptera;Aphididae;Acyrthosiphon;lactucae;Asteracae;Lactuca;sativa
Aldryhim1985;Hemiptera;Aphididae;Macrosiphum;rosae;Rosaceae;Rosa ;
Aldryhim1985;Hemiptera;Aphididae;Hyperomyzus;lactucae;Asteraceae;Sonchus;oleraceus
Aldryhim1985;Hemiptera;Aphididae;Uroleucon;jaceae;Asteraceae;Carthamus;tinctorius
basset1996;coleoptera;cryptocephalinae;coenobius;kleihoviae;moraceae;ficus;nodosa
basset1996;coleoptera;chrysomelidae;micromolpus;sp.;fagaceae;castanopsis;acuminatissima
basset1996;coleoptera;chrysomelidae;rhyparida;coriacea;moraceae;ficus;nodosa
basset1996;coleoptera;chrysomelidae;rhyparida;coriacea;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;rhyparida;sp.1;cunoniaceae;caldcluvia;brassii
basset1996;coleoptera;chrysomelidae;rhyparida;sp.2;lauraceae;cinnamomum;culilaban
basset1996;coleoptera;chrysomelidae;rhyparida;sp.3;cunoniaceae;caldcluvia;brassii
basset1996;coleoptera;chrysomelidae;rhyparida;sp.4;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;rhyparidella;wauensis;moraceae;ficus;nodosa
basset1996;coleoptera;chrysomelidae;rhyparidella;wauensis;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.1;cunoniaceae;caldcluvia;brassii
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.2;moraceae;ficus;nodosa
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.2;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.3;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.4;magnoliaceae;elmerrillia;tsiampacca
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.4;moraceae;ficus;nodosa
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.4;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.4;boraginaceae;cordia;dichotoma
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.5;moraceae;ficus;nodosa
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.6;magnoliaceae;elmerrillia;tsiampacca
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.6;fagaceae;castanopsis;acuminatissima
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.6;euphorbiaceae;aleurites;moluccana
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.6;rutaceae;melicope;denhamii
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.7;moraceae;ficus;nodosa
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.7;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.8;moraceae;ficus;nodosa
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.8;fagaceae;castanopsis;acuminatissima
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.8;euphorbiaceae;aleurites;moluccana
basset1996;coleoptera;chrysomelidae;rhyparidella;sp.8;boraginaceae;cordia;dichotoma
basset1996;coleoptera;chrysomelidae;stethotes;integra;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;stethotes;lateralis;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;stethotes;sp.1;piperaceae;piper;plagiophyllum
basset1996;coleoptera;chrysomelidae;stethotes;sp.2;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;thyrasia;sp;fagaceae;castanopsis;acuminatissima
basset1996;coleoptera;chrysomelidae;atysa;sp;moraceae;ficus;nodosa
basset1996;coleoptera;chrysomelidae;aulacophora;sp;piperaceae;piper;plagiophyllum
basset1996;coleoptera;chrysomelidae;aulacophora;sp;moraceae;ficus;nodosa
basset1996;coleoptera;chrysomelidae;momaea;sp;rutaceae;melicope;denhamii
basset1996;coleoptera;chrysomelidae;neolepta;sp.1;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;neolepta;sp.2;cunoniaceae;caldcluvia;brassii
basset1996;coleoptera;chrysomelidae;neolepta;sp.3;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;oides;sp;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;sastra;sp;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;crepidodera;sp;piperaceae;piper;plagiophyllum
basset1996;coleoptera;chrysomelidae;manobia;sp;urticaceae;pipturus;argenteus
basset1996;coleoptera;chrysomelidae;xenidea;sp;piperaceae;piper;plagiophyllum
bergamini2016;diptera;tephritidae;dyoxina;thomae;asteraceae;bidens;gardneri
bergamini2016;diptera;agromyzidae;melanagromyza;bidentis;asteraceae;bidens;gardneri
bergamini2016;diptera;agromyzidae;melanagromyza;floris;asteraceae;bidens;gardneri
bergamini2016;diptera;agromyzidae;melanagromyza;minima;asteraceae;bidens;gardneri
bergamini2016;diptera;agromyzidae;melanagromyza;neotropica;asteraceae;bidens;gardneri
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;bidens;gardneri
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;bidens;gardneri
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;bidens;gardneri
bergamini2016;diptera;tephritidae;xanthaciura;insecta;asteraceae;bidens;gardneri
bergamini2016;lepidoptera;pterophoridae;adaina;bipunctata;asteraceae;Campuloclinium;chlorolepis
bergamini2016;diptera;agromyzidae;melanagromyza;neotropica;asteraceae;Campuloclinium;chlorolepis
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;Campuloclinium;chlorolepis
bergamini2016;diptera;tephritidae;xanthaciura;biocellata;asteraceae;Campuloclinium;chlorolepis
bergamini2016;diptera;tephritidae;xanthaciura;chrysura;asteraceae;Campuloclinium;chlorolepis
bergamini2016;diptera;tephritidae;xanthaciura;itirapinensis;asteraceae;Campuloclinium;chlorolepis
bergamini2016;lepidoptera;pterophoridae;adaina;bipunctata;asteraceae;chromolaena;chaseae
bergamini2016;coleoptera;brentidae;apion;sp02;asteraceae;chromolaena;chaseae
bergamini2016;diptera;tephritidae;cecidochares;sp.E;asteraceae;chromolaena;chaseae
bergamini2016;diptera;cecidomyiidae;dasineura;sp09;asteraceae;chromolaena;chaseae
bergamini2016;diptera;agromyzidae;melanagromyza;bidentis;asteraceae;chromolaena;chaseae
bergamini2016;diptera;tephritidae;neomyopites;paulensis;asteraceae;chromolaena;chaseae
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;chromolaena;chaseae
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;chromolaena;chaseae
bergamini2016;diptera;tephritidae;trupanea;sp05;asteraceae;chromolaena;chaseae
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;chromolaena;chaseae
bergamini2016;diptera;tephritidae;xanthaciura;biocellata;asteraceae;chromolaena;chaseae
bergamini2016;diptera;tephritidae;xanthaciura;chrysura;asteraceae;chromolaena;chaseae
bergamini2016;diptera;tephritidae;xanthaciura;itirapinensis;asteraceae;chromolaena;chaseae
bergamini2016;lepidoptera;pterophoridae;adaina;bipunctata;asteraceae;chromolaena;ordorata
bergamini2016;diptera;cecidomyiidae;asphondylia;sp12;asteraceae;chromolaena;ordorata
bergamini2016;diptera;tephritidae;cecidochares;connexa;asteraceae;chromolaena;ordorata
bergamini2016;diptera;tephritidae;cecidochares;fluminensis;asteraceae;chromolaena;ordorata
bergamini2016;diptera;tephritidae;cecidochares;sp.E;asteraceae;chromolaena;ordorata
bergamini2016;diptera;cecidomyiidae;dasineura;sp02;asteraceae;chromolaena;ordorata
bergamini2016;diptera;agromyzidae;melanagromyza;bidentis;asteraceae;chromolaena;ordorata
bergamini2016;diptera;tephritidae;neomyopites;paulensis;asteraceae;chromolaena;ordorata
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;chromolaena;ordorata
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;chromolaena;ordorata
bergamini2016;diptera;tephritidae;trupanea;sp05;asteraceae;chromolaena;ordorata
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;chromolaena;ordorata
bergamini2016;diptera;tephritidae;xanthaciura;biocellata;asteraceae;chromolaena;ordorata
bergamini2016;diptera;tephritidae;xanthaciura;chrysura;asteraceae;chromolaena;ordorata
bergamini2016;diptera;tephritidae;xanthaciura;itirapinensis;asteraceae;chromolaena;ordorata
bergamini2016;lepidoptera;pterophoridae;adaina;bipunctata;asteraceae;chromolaena;pedunculosa
bergamini2016;coleoptera;brentidae;apion;sp02;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;cecidomyiidae;asphondylia;sp03;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;tephritidae;cecidochares;connexa;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;tephritidae;cecidochares;fluminensis;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;tephritidae;cecidochares;sp.E;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;cecidomyiidae;dasineura;sp07;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;agromyzidae;melanagromyza;bidentis;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;agromyzidae;melanagromyza;neotropica;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;tephritidae;neomyopites;paulensis;asteraceae;chromolaena;pedunculosa
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;chromolaena;pedunculosa
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;tephritidae;trupanea;sp05;asteraceae;chromolaena;pedunculosa
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;tephritidae;xanthaciura;biocellata;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;tephritidae;xanthaciura;chrysura;asteraceae;chromolaena;pedunculosa
bergamini2016;diptera;tephritidae;xanthaciura;itirapinensis;asteraceae;chromolaena;pedunculosa
bergamini2016;lepidoptera;pterophoridae;adaina;bipunctata;asteraceae;chromolaena;pungens
bergamini2016;coleoptera;brentidae;apion;sp02;asteraceae;chromolaena;pungens
bergamini2016;diptera;cecidomyiidae;asphondylia;sp12;asteraceae;chromolaena;pungens
bergamini2016;diptera;tephritidae;cecidochares;connexa;asteraceae;chromolaena;pungens
bergamini2016;diptera;tephritidae;cecidochares;fluminensis;asteraceae;chromolaena;pungens
bergamini2016;diptera;tephritidae;cecidochares;sp.E;asteraceae;chromolaena;pungens
bergamini2016;diptera;cecidomyiidae;dasineura;sp03;asteraceae;chromolaena;pungens
bergamini2016;diptera;agromyzidae;melanagromyza;bidentis;asteraceae;chromolaena;pungens
bergamini2016;diptera;tephritidae;neomyopites;paulensis;asteraceae;chromolaena;pungens
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;chromolaena;pungens
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;chromolaena;pungens
bergamini2016;diptera;tephritidae;trupanea;sp05;asteraceae;chromolaena;pungens
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;chromolaena;pungens
bergamini2016;diptera;tephritidae;xanthaciura;biocellata;asteraceae;chromolaena;pungens
bergamini2016;diptera;tephritidae;xanthaciura;chrysura;asteraceae;chromolaena;pungens
bergamini2016;diptera;tephritidae;xanthaciura;itirapinensis;asteraceae;chromolaena;pungens
bergamini2016;lepidoptera;pterophoridae;adaina;bipunctata;asteraceae;chromolaena;squalida
bergamini2016;coleoptera;brentidae;apion;sp02;asteraceae;chromolaena;squalida
bergamini2016;diptera;tephritidae;cecidochares;connexa;asteraceae;chromolaena;squalida
bergamini2016;diptera;tephritidae;cecidochares;fluminensis;asteraceae;chromolaena;squalida
bergamini2016;diptera;tephritidae;cecidochares;sp.E;asteraceae;chromolaena;squalida
bergamini2016;diptera;cecidomyiidae;dasineura;sp04;asteraceae;chromolaena;squalida
bergamini2016;diptera;agromyzidae;melanagromyza;bidentis;asteraceae;chromolaena;squalida
bergamini2016;diptera;tephritidae;neomyopites;paulensis;asteraceae;chromolaena;squalida
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;chromolaena;squalida
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;chromolaena;squalida
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;chromolaena;squalida
bergamini2016;diptera;tephritidae;xanthaciura;biocellata;asteraceae;chromolaena;squalida
bergamini2016;diptera;tephritidae;xanthaciura;chrysura;asteraceae;chromolaena;squalida
bergamini2016;diptera;tephritidae;xanthaciura;itirapinensis;asteraceae;chromolaena;squalida
bergamini2016;diptera;tephritidae;tomoplagia;deringi;asteraceae;chrysolaena;herbacea
bergamini2016;lepidoptera;pterophoridae;lioptilodes;parvus;asteraceae;conyza;canadensis
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;conyza;canadensis
bergamini2016;diptera;tephritidae;tetreuaresta;sp02;asteraceae;elephantopus;biflorus
bergamini2016;diptera;tephritidae;tetreuaresta;sp01;asteraceae;elephantopus;mollis
bergamini2016;diptera;cecidomyiidae;dasineura;sp05;asteraceae;gochnatia;barrosii
bergamini2016;diptera;tephritidae;euarestoides;sp05;asteraceae;gochnatia;barrosii
bergamini2016;diptera;tephritidae;tomoplagia;trivitata;asteraceae;gochnatia;barrosii
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;gochnatia;barrosii
bergamini2016;diptera;cecidomyiidae;dasineura;sp06;asteraceae;gochnatia;pulchra
bergamini2016;diptera;cecidomyiidae;dasineura;sp11;asteraceae;gochnatia;pulchra
bergamini2016;diptera;tephritidae;euarestoides;sp05;asteraceae;gochnatia;pulchra
bergamini2016;diptera;agromyzidae;melanagromyza;sp02;asteraceae;gochnatia;pulchra
bergamini2016;diptera;tephritidae;tomoplagia;trivitata;asteraceae;gochnatia;pulchra
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;gochnatia;pulchra
bergamini2016;diptera;tephritidae;trupanea;sp05;asteraceae;heterocondylus;alatus
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;heterocondylus;alatus
bergamini2016;diptera;tephritidae;xanthaciura;biocellata;asteraceae;heterocondylus;alatus
bergamini2016;diptera;tephritidae;xanthaciura;chrysura;asteraceae;heterocondylus;alatus
bergamini2016;diptera;tephritidae;xanthaciura;mallochi;asteraceae;heterocondylus;alatus
bergamini2016;diptera;tephritidae;tomoplagia;achromoptera;asteraceae;lessingianthus;bardanoides
bergamini2016;lepidoptera;pterophoridae;adaina;bipunctata;asteraceae;mikania;cordifolia
bergamini2016;coleoptera;brentidae;apion;sp01;asteraceae;mikania;cordifolia
bergamini2016;coleoptera;brentidae;apion;sp04;asteraceae;mikania;cordifolia
bergamini2016;diptera;cecidomyiidae;dasineura;sp10;asteraceae;mikania;cordifolia
bergamini2016;diptera;agromyzidae;melanagromyza;sp02;asteraceae;mikania;cordifolia
bergamini2016;diptera;cecidomyiidae;neolasioptera;sp04;asteraceae;mikania;cordifolia
bergamini2016;diptera;tephritidae;neomyopites;paulensis;asteraceae;mikania;cordifolia
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;mikania;cordifolia
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;mikania;cordifolia
bergamini2016;diptera;tephritidae;xanthaciura;biocellata;asteraceae;mikania;cordifolia
bergamini2016;diptera;tephritidae;xanthaciura;chrysura;asteraceae;mikania;cordifolia
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;orthopappus;angustifolius
bergamini2016;diptera;tephritidae;tetreuaresta;sp01;asteraceae;orthopappus;angustifolius
bergamini2016;diptera;tephritidae;tetreuaresta;sp02;asteraceae;orthopappus;angustifolius
bergamini2016;diptera;tephritidae;caenoriata;pertinax;asteraceae;piptocarpha;rotundifolia
bergamini2016;diptera;cecidomyiidae;clinodiplosis;sp03;asteraceae;piptocarpha;rotundifolia
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;piptocarpha;rotundifolia
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;piptocarpha;rotundifolia
bergamini2016;diptera;tephritidae;tomoplagia;sp01;asteraceae;piptocarpha;rotundifolia
bergamini2016;diptera;tephritidae;tomoplagia;sp05;asteraceae;piptocarpha;rotundifolia
bergamini2016;diptera;tephritidae;tomoplagia;nova;asteraceae;piptocarpha;rotundifolia
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;piptocarpha;rotundifolia
bergamini2016;coleoptera;anthribidae;trigonorhinus;sp;asteraceae;pterocaulon;rugosum
bergamini2016;diptera;cecidomyiidae;clinodiplosis;sp03;asteraceae;vernonanthura;ferruginea
bergamini2016;diptera;agromyzidae;melanagromyza;bidentis;asteraceae;vernonanthura;ferruginea
bergamini2016;diptera;agromyzidae;melanagromyza;sp03;asteraceae;vernonanthura;ferruginea
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;vernonanthura;ferruginea
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;vernonanthura;ferruginea
bergamini2016;diptera;tephritidae;tomoplagia;minuta;asteraceae;vernonanthura;ferruginea
bergamini2016;diptera;tephritidae;tomoplagia;sp01;asteraceae;vernonanthura;ferruginea
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;vernonanthura;ferruginea
bergamini2016;lepidoptera;pterophoridae;adaina;fuscohodias;asteraceae;vernonanthura;membranacea
bergamini2016;diptera;cecidomyiidae;asphondylia;sp10;asteraceae;vernonanthura;membranacea
bergamini2016;diptera;cecidomyiidae;asphondylia;sp11;asteraceae;vernonanthura;membranacea
bergamini2016;diptera;cecidomyiidae;clinodiplosis;sp02;asteraceae;vernonanthura;membranacea
bergamini2016;lepidoptera;pterophoridae;lioptilodes;parvus;asteraceae;vernonanthura;membranacea
bergamini2016;diptera;agromyzidae;melanagromyza;bidentis;asteraceae;vernonanthura;membranacea
bergamini2016;diptera;agromyzidae;melanagromyza;sp03;asteraceae;vernonanthura;membranacea
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;vernonanthura;membranacea
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;vernonanthura;membranacea
bergamini2016;diptera;tephritidae;tomoplagia;minuta;asteraceae;vernonanthura;membranacea
bergamini2016;diptera;tephritidae;tomoplagia;reimoseri;asteraceae;vernonanthura;membranacea
bergamini2016;lepidoptera;ni;unadilla;erronela;asteraceae;vernonanthura;membranacea
bergamini2016;diptera;agromyzidae;melanagromyza;minima;asteraceae;viguiera;arenaria
bergamini2016;lepidoptera;tortricidae;phalonidia;squalida;asteraceae;viguiera;arenaria
bergamini2016;lepidoptera;gelechiidae;recurvaria;sp01;asteraceae;viguiera;arenaria
bluthgen2006;phasmatodea;heteropterygidae;haaniella;echinata;actinidiaceae;saurauia;ferox
bluthgen2006;phasmatodea;necrosciinae;necrosciinae;sp.;actinidiaceae;saurauia;ferox
bluthgen2006;phasmatodea;heteropterygidae;haaniella;echinata;annonaceae;fissistigma;sp.
bluthgen2006;phasmatodea;necrosciinae;centrophasma;longipennis;annonaceae;goniothalamus;sp.
bluthgen2006;phasmatodea;heteropterygidae;haaniella;echinata;annonaceae;popowia;pisocarpa
